Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG,Month,Year
3,21.4,29.0,13.7,-,45,0,6.3,0.4,3.5,-,,,,,1.0,2016.0
4,21.5,29.0,15.2,-,47,0,6.9,2.2,5.4,-,,,,,1.0,2016.0
5,20.9,28.4,14.7,-,51,0,6.3,1.1,5.4,-,,,,,1.0,2016.0
6,21.7,28.7,15.4,-,54,0,6.0,2.0,5.4,-,,,,,1.0,2016.0
7,21.0,28.7,17.0,-,65,0,6.3,3.1,5.4,-,,,,,1.0,2016.0
8,20.4,27.6,16.2,-,61,0,5.5,1.3,5.4,-,,,,,1.0,2016.0
9,20.7,28.4,15.1,-,47,0,6.3,0.9,3.5,-,,,,,1.0,2016.0
10,20.9,28.4,15.3,-,46,0,5.3,0.9,3.5,-,,,,,1.0,2016.0
11,20.9,28.1,15.0,-,51,0,6.9,2.0,3.5,-,,,,,1.0,2016.0
12,21.3,28.5,15.2,-,49,0,6.3,1.5,3.5,-,,,,,1.0,2016.0
13,20.3,28.5,15.7,-,51,0,6.3,0.7,3.5,-,,,,,1.0,2016.0
14,21.1,27.2,15.0,-,51,0,6.3,3.5,5.4,-,,,,,1.0,2016.0
15,20.6,28.2,15.2,-,58,0,6.3,3.1,5.4,-,,,,,1.0,2016.0
16,21.4,27.5,15.4,-,56,0,6.3,2.0,5.4,-,,,,,1.0,2016.0
17,21.2,28.7,16.0,-,61,0,5.5,1.5,5.4,-,,,,,1.0,2016.0
18,21.9,29.0,16.2,-,67,-,6.3,2.0,5.4,-,o,,,,1.0,2016.0
19,21.4,28.4,17.8,-,73,0.51,4.8,3.0,5.4,-,,,,,1.0,2016.0
20,21.2,25.9,19.4,-,88,0.51,4.0,1.3,3.5,-,o,,,,1.0,2016.0
21,22.6,27.4,19.0,-,78,4.32,5.3,2.8,7.6,-,,,,,1.0,2016.0
22,21.1,28.7,18.2,-,77,0,5.5,1.3,3.5,-,,,,,1.0,2016.0
23,21.6,25.3,18.5,-,76,0,6.3,3.1,5.4,-,,,,,1.0,2016.0
24,22.1,26.9,18.5,-,73,0,6.3,3.1,7.6,-,,,,,1.0,2016.0
25,22.9,29.2,18.5,-,70,0,5.5,2.6,7.6,-,,,,,1.0,2016.0
26,23.1,28.9,18.9,-,68,0,6.3,0.9,3.5,-,,,,,1.0,2016.0
27,23.4,29.3,19.0,-,66,0,4.8,1.1,3.5,-,,,,,1.0,2016.0
28,23.8,30.4,17.7,-,55,0,6.9,0.0,-,-,,,,,1.0,2016.0
29,23.7,31.6,17.9,-,56,0,6.3,0.0,-,-,,,,,1.0,2016.0
30,22.8,30.7,17.1,-,50,0,6.3,1.5,5.4,-,,,,,1.0,2016.0
31,23.1,30.7,16.4,-,43,0,6.3,1.5,5.4,-,,,,,1.0,2016.0
1,23.3,31.4,16.4,-,36,0,6.9,0.9,3.5,-,,,,,2.0,2016.0
2,23.7,31.9,16.3,-,35,0,6.9,0.9,3.5,-,,,,,2.0,2016.0
3,23.6,32.2,16.2,-,44,0,6.3,1.5,5.4,-,,,,,2.0,2016.0
4,23.4,31.2,17.3,-,42,0,6.9,1.3,3.5,-,,,,,2.0,2016.0
5,23.6,30.7,16.7,-,42,0,6.9,1.1,3.5,-,,,,,2.0,2016.0
6,22.8,29.8,16.6,-,55,0,6.0,2.4,5.4,-,,,,,2.0,2016.0
7,23.2,31.2,17.3,-,61,0,5.6,1.1,3.5,-,,,,,2.0,2016.0
8,25.2,30.5,19.2,-,50,0,6.9,1.5,37.0,-,,,,,2.0,2016.0
9,24.3,31.7,18.6,-,50,0,6.3,0.4,3.5,-,,,,,2.0,2016.0
10,24.6,31.6,18.3,-,48,0,7.7,1.3,3.5,-,,,,,2.0,2016.0
11,24.9,32.4,19.8,-,49,0,6.3,3.0,7.6,-,,,,,2.0,2016.0
12,24.7,32.4,19.6,-,49,0,6.3,2.0,5.4,-,,,,,2.0,2016.0
13,24.8,31.9,19.5,-,49,0,5.5,2.4,3.5,-,,,,,2.0,2016.0
14,24.0,32.1,19.0,-,48,0,6.3,2.2,5.4,-,,,,,2.0,2016.0
15,23.1,31.2,17.3,-,54,0,6.6,2.8,5.4,-,,,,,2.0,2016.0
16,23.9,29.8,18.7,-,53,0,7.7,5.7,7.6,-,,,,,2.0,2016.0
17,23.5,31.1,18.4,-,52,0,6.9,2.2,5.4,-,,,,,2.0,2016.0
18,23.3,30.5,19.3,-,63,0,6.9,3.7,7.6,-,,,,,2.0,2016.0
19,24.8,29.9,18.0,-,44,0,6.9,1.3,3.5,-,,,,,2.0,2016.0
20,26.2,32.5,19.6,-,50,0,6.9,1.9,3.5,-,,,,,2.0,2016.0
21,26.9,33.2,20.2,-,50,0,7.4,0.6,3.5,-,,,,,2.0,2016.0
22,27.8,34.6,21.1,-,39,0,6.6,1.5,3.5,-,,,,,2.0,2016.0
23,25.9,35.5,18.9,-,44,0,6.3,1.5,5.4,-,,,,,2.0,2016.0
24,25.9,34.2,20.5,-,51,0,6.3,0.9,3.5,-,,,,,2.0,2016.0
25,26.4,33.4,22.3,-,59,0,5.5,3.0,5.4,-,,,,,2.0,2016.0
26,24.9,33.5,20.5,-,58,0,6.3,2.4,5.4,-,,,,,2.0,2016.0
27,24.9,31.3,18.7,-,51,0,6.9,2.4,5.4,-,,,,,2.0,2016.0
28,24.3,31.8,19.9,-,58,0,6.9,3.5,5.4,-,,,,,2.0,2016.0
29,24.2,31.2,19.7,-,58,0,6.3,2.0,5.4,-,,,,,2.0,2016.0
1,24.6,30.7,18.9,-,55,0.0,6.9,2.8,5.4,-,,,,,3.0,2016.0
2,24.6,31.5,19.7,-,52,0.0,6.9,2.8,5.4,-,,,,,3.0,2016.0
3,25.3,31.7,19.6,-,49,0.0,6.3,3.1,5.4,-,,,,,3.0,2016.0
4,25.6,32.8,18.4,-,37,0.0,6.3,1.5,5.4,-,,,,,3.0,2016.0
5,25.5,34.0,18.8,-,45,0.0,6.3,2.8,5.4,-,,,,,3.0,2016.0
6,25.6,33.4,18.7,-,45,0.0,6.3,2.0,5.4,-,,,,,3.0,2016.0
7,25.4,33.4,18.7,-,46,0.0,6.9,1.9,3.5,-,,,,,3.0,2016.0
8,25.7,33.2,18.8,-,43,0.0,6.3,1.5,5.4,-,,,,,3.0,2016.0
9,26.7,34.3,19.5,-,44,0.0,6.9,0.6,3.5,-,,,,,3.0,2016.0
10,26.6,34.9,20.6,-,46,0.0,6.9,0.9,3.5,-,,,,,3.0,2016.0
11,27.2,34.3,21.1,-,46,0.0,6.9,1.1,3.5,-,,,,,3.0,2016.0
12,28.2,35.2,22.5,-,48,0.0,6.3,1.3,3.5,-,,,,,3.0,2016.0
13,27.8,35.4,22.7,-,57,0.0,6.3,2.4,5.4,-,,,,,3.0,2016.0
14,28.3,34.3,24.4,-,58,0.0,5.5,3.9,7.6,-,,,,,3.0,2016.0
15,26.2,34.4,22.4,-,66,0.0,6.3,2.2,3.5,-,,,,,3.0,2016.0
16,27.3,33.6,21.6,-,53,12.7,6.9,0.9,3.5,-,,,o,,3.0,2016.0
17,27.8,34.2,22.9,-,53,6.6,6.9,2.2,3.5,-,,,o,,3.0,2016.0
18,28.5,34.0,23.9,-,51,0.0,6.3,2.4,3.5,-,,,,,3.0,2016.0
19,29.0,35.2,23.3,-,46,0.0,7.4,3.1,3.5,-,,,,,3.0,2016.0
20,28.8,35.4,23.5,-,41,0.0,6.9,0.4,3.5,-,,,,,3.0,2016.0
21,29.2,36.0,24.7,-,45,0.0,6.9,1.1,3.5,-,,,,,3.0,2016.0
22,29.6,35.7,24.2,-,46,0.0,6.9,1.5,3.5,-,,,,,3.0,2016.0
23,29.2,34.4,25.0,-,50,0.0,6.0,5.0,9.4,-,,,,,3.0,2016.0
24,29.0,35.8,24.4,-,40,0.0,6.9,3.5,3.5,-,,,,,3.0,2016.0
25,27.8,35.8,22.8,-,40,0.0,6.9,3.0,5.4,-,,,,,3.0,2016.0
26,27.7,35.0,21.2,-,33,0.0,6.9,1.3,3.5,-,,,,,3.0,2016.0
27,27.8,35.1,20.7,-,33,0.0,6.9,2.8,5.4,-,,,,,3.0,2016.0
28,27.6,36.0,21.2,-,43,0.0,6.9,1.9,5.4,-,,,,,3.0,2016.0
29,28.2,35.4,21.2,-,43,0.0,7.4,4.4,33.5,-,,,,,3.0,2016.0
30,28.0,34.4,22.6,-,46,0.0,6.9,3.0,7.6,-,,,,,3.0,2016.0
31,28.0,35.0,23.0,-,44,0.0,6.9,1.3,3.5,-,,,,,3.0,2016.0
1,28.3,34.8,23.2,-,43,0,7.7,0.4,3.5,-,,,,,4.0,2016.0
2,28.4,35.3,23.5,-,46,0,6.9,1.1,3.5,-,,,,,4.0,2016.0
3,28.6,35.5,23.8,-,46,0,6.9,2.2,5.4,-,,,,,4.0,2016.0
4,29.1,36.0,23.8,-,37,0,6.9,0.2,1.9,-,,,,,4.0,2016.0
5,28.8,36.5,23.3,-,39,0,6.9,1.5,3.5,-,,,,,4.0,2016.0
6,29.1,36.7,23.2,-,47,0,6.9,1.5,3.5,-,,,,,4.0,2016.0
7,29.0,35.4,24.3,-,53,0,7.4,1.9,5.4,-,,,,,4.0,2016.0
8,28.7,36.3,23.1,-,60,-,6.9,1.3,3.5,-,o,,,,4.0,2016.0
9,28.6,35.3,24.5,-,55,0,6.9,2.8,3.5,-,,,,,4.0,2016.0
10,28.8,33.5,23.8,-,55,0,8.5,2.0,3.5,-,,,,,4.0,2016.0
11,29.3,35.7,24.0,-,52,0,6.9,2.0,5.4,-,,,,,4.0,2016.0
12,30.2,36.4,24.4,-,52,0,6.9,3.1,9.4,-,,,,,4.0,2016.0
13,30.4,37.2,25.1,-,50,0,6.9,2.8,7.6,-,,,,,4.0,2016.0
14,31.2,37.0,25.4,-,45,0,6.9,2.2,7.6,-,,,,,4.0,2016.0
15,30.7,37.4,25.8,-,49,0,7.7,3.0,5.4,-,,,,,4.0,2016.0
16,30.4,37.4,25.2,-,47,0,6.9,3.3,5.4,-,,,,,4.0,2016.0
17,30.3,36.9,24.3,-,43,0,6.9,2.2,3.5,-,,,,,4.0,2016.0
18,29.6,37.8,24.8,-,46,0,6.9,1.5,3.5,-,,,,,4.0,2016.0
19,29.8,36.6,24.6,-,51,0,6.9,2.4,5.4,-,,,,,4.0,2016.0
20,30.4,36.8,24.8,-,49,0,6.9,2.8,5.4,-,,,,,4.0,2016.0
21,30.3,37.0,24.3,-,46,0,6.9,3.1,7.6,-,,,,,4.0,2016.0
22,29.7,37.4,24.4,-,50,0,6.3,5.7,9.4,-,,,,,4.0,2016.0
23,30.5,36.5,25.4,-,37,0,7.7,2.8,5.4,-,,,,,4.0,2016.0
24,31.4,38.0,23.6,-,41,0,7.4,2.6,5.4,-,,,,,4.0,2016.0
25,27.5,39.2,23.2,-,64,-,6.9,1.1,5.4,-,o,,,,4.0,2016.0
26,29.0,37.1,22.8,-,48,0,7.7,1.5,5.4,-,,,,,4.0,2016.0
27,29.6,35.5,23.4,-,39,0,6.9,2.2,7.6,-,,,,,4.0,2016.0
28,29.6,36.7,24.5,-,42,0,6.9,3.7,7.6,-,,,,,4.0,2016.0
29,29.8,36.7,24.5,-,41,0,6.9,3.1,5.4,-,,,,,4.0,2016.0
30,30.2,37.0,24.4,-,41,0,6.9,1.5,5.4,-,,,,,4.0,2016.0
1,30.5,36.6,24.4,-,41,0,6.9,1.3,3.5,-,,,,,5.0,2016.0
2,29.3,37.3,24.7,-,51,0,6.9,3.0,5.4,-,,,o,,5.0,2016.0
3,29.8,36.6,24.5,-,47,0,7.7,2.2,3.5,-,,,,,5.0,2016.0
4,29.5,36.2,25.5,-,49,0,6.9,0.9,3.5,-,,,,,5.0,2016.0
5,26.9,35.6,22.6,-,61,-,6.3,1.3,3.5,-,o,,o,,5.0,2016.0
6,24.9,35.5,21.5,-,72,-,6.3,1.9,3.5,-,o,,o,,5.0,2016.0
7,27.2,34.6,21.0,-,62,46.48,6.3,0.7,5.4,-,,,,,5.0,2016.0
8,25.6,33.7,21.4,-,72,0,6.3,3.1,9.4,-,o,,o,,5.0,2016.0
9,27.4,34.0,21.0,-,58,4.83,6.9,0.4,3.5,-,,,,,5.0,2016.0
10,27.5,34.0,23.4,-,63,0,6.9,1.7,7.6,-,,,,,5.0,2016.0
11,27.7,34.0,22.7,-,57,0,6.9,0.0,-,-,,,,,5.0,2016.0
12,26.8,33.4,23.6,-,64,-,6.3,2.8,5.4,-,o,,,,5.0,2016.0
13,28.3,34.6,22.3,-,57,1.78,6.9,0.2,1.9,-,,,,,5.0,2016.0
14,28.9,34.6,23.5,-,58,0,6.9,0.9,3.5,-,o,,,,5.0,2016.0
15,28.8,35.1,24.6,-,51,0,6.9,0.0,-,-,,,,,5.0,2016.0
16,27.0,34.5,23.8,-,67,0,6.9,0.9,3.5,-,,,,,5.0,2016.0
17,26.1,30.6,23.9,-,66,-,6.9,1.3,3.5,-,o,,,,5.0,2016.0
18,23.7,28.3,20.4,-,75,-,6.3,5.2,11.1,-,o,,,,5.0,2016.0
19,24.6,28.9,20.0,-,78,30.23,6.9,3.9,5.4,29.4,o,,,,5.0,2016.0
20,25.3,30.0,19.6,-,78,34.29,6.9,5.6,9.4,-,,,,,5.0,2016.0
21,26.1,32.2,20.9,-,70,0,6.6,5.0,7.6,-,,,,,5.0,2016.0
22,27.6,33.0,21.9,-,70,0,6.9,5.9,11.1,-,,,,,5.0,2016.0
23,27.9,33.3,22.4,-,63,0,6.9,5.0,7.6,-,,,,,5.0,2016.0
24,28.1,34.1,22.7,-,61,-,6.9,5.9,7.6,-,o,,,,5.0,2016.0
25,27.6,34.0,22.8,-,63,0,6.9,4.8,7.6,-,,,,,5.0,2016.0
26,27.9,33.2,22.2,-,63,0,6.9,3.7,7.6,-,,,,,5.0,2016.0
27,26.5,33.8,23.2,-,70,-,6.9,3.0,7.6,-,o,,,,5.0,2016.0
28,25.7,32.6,21.5,-,72,6.6,6.9,4.8,7.6,-,o,,o,,5.0,2016.0
29,23.9,33.2,19.9,-,75,14.48,7.7,3.1,5.4,-,o,,,,5.0,2016.0
30,25.7,30.0,21.7,-,72,0,6.9,4.1,7.6,-,,,,,5.0,2016.0
31,25.3,31.2,22.2,-,76,0,6.9,3.9,7.6,-,,,,,5.0,2016.0
1,25.4,31.5,21.5,-,75,-,6.9,5.0,7.6,-,o,,o,,6.0,2016.0
2,24.4,33.3,21.0,-,82,20.32,6.9,3.9,5.4,-,,,,,6.0,2016.0
3,25.5,30.2,21.0,-,78,0,6.9,3.9,7.6,-,o,,,,6.0,2016.0
4,24.7,31.7,20.6,-,78,4.57,6.3,2.8,7.6,-,,,,,6.0,2016.0
5,24.1,30.4,21.7,-,81,0,7.7,3.1,7.6,-,o,,,,6.0,2016.0
6,25.5,30.8,21.7,-,76,-,6.9,4.6,7.6,-,o,,,,6.0,2016.0
7,25.7,31.4,21.6,-,79,47.75,6.9,3.5,5.4,-,,,,,6.0,2016.0
8,24.5,30.9,22.0,-,81,0,6.3,5.2,7.6,-,o,,,,6.0,2016.0
9,24.6,30.4,21.4,-,77,5.08,7.7,5.2,7.6,-,o,,,,6.0,2016.0
10,23.8,30.2,21.7,-,84,0,8.0,5.2,37.0,-,o,,,,6.0,2016.0
11,24.3,28.5,21.0,-,75,-,6.9,7.4,11.1,-,o,,,,6.0,2016.0
12,24.1,29.6,20.8,-,77,0.51,6.9,6.7,7.6,-,o,,,,6.0,2016.0
13,22.5,29.6,20.6,-,86,1.02,6.9,5.6,7.6,-,o,,,,6.0,2016.0
14,23.6,27.7,20.1,-,75,15.75,6.9,5.6,11.1,-,o,,,,6.0,2016.0
15,23.7,29.2,20.7,-,74,1.02,6.9,4.6,11.1,-,o,,,,6.0,2016.0
16,23.7,29.9,20.2,-,76,13.97,6.9,4.4,5.4,-,o,,,,6.0,2016.0
17,24.3,29.4,20.9,-,76,11.68,6.9,5.6,14.8,-,,,,,6.0,2016.0
18,24.4,28.8,21.0,-,75,0,7.7,4.1,7.6,-,,,,,6.0,2016.0
19,23.7,28.2,20.8,-,78,1.27,6.9,4.1,7.6,-,o,,,,6.0,2016.0
20,23.3,29.9,20.0,-,82,1.27,6.3,5.0,7.6,-,o,,,,6.0,2016.0
21,22.7,28.5,20.4,-,82,3.3,6.9,4.6,7.6,-,o,,,,6.0,2016.0
22,22.6,26.5,20.0,-,83,0,6.9,4.8,7.6,-,o,,,,6.0,2016.0
23,21.6,27.6,19.8,-,85,24.89,6.3,5.0,7.6,-,o,,,,6.0,2016.0
24,22.0,26.2,19.4,-,82,2.29,6.3,5.6,7.6,-,o,,,,6.0,2016.0
25,21.2,27.5,19.3,-,85,8.89,6.3,5.9,7.6,-,o,,,,6.0,2016.0
26,23.3,26.5,19.7,-,78,0,6.9,5.6,7.6,-,o,,,,6.0,2016.0
27,22.5,28.2,20.8,-,84,-,6.9,5.7,7.6,-,o,,o,,6.0,2016.0
28,22.5,27.2,20.6,-,87,8.64,5.5,6.9,7.6,-,o,,,,6.0,2016.0
29,21.3,26.3,20.3,-,91,4.57,4.8,6.5,11.1,-,o,,,,6.0,2016.0
30,22.6,24.8,20.3,-,84,4.32,5.5,8.3,11.1,-,o,,,,6.0,2016.0
1,23.2,27.6,20.2,-,80,0,6.3,8.3,11.1,-,o,,,,7.0,2016.0
2,23.8,28.2,19.9,-,76,0.76,6.9,8.1,11.1,-,,,,,7.0,2016.0
3,23.6,28.8,20.2,-,78,0,6.3,9.1,11.1,-,,,,,7.0,2016.0
4,23.3,27.6,20.6,-,83,-,6.3,8.3,11.1,-,o,,,,7.0,2016.0
5,23.3,28.0,20.8,-,83,0.25,5.5,7.6,7.6,-,,,,,7.0,2016.0
6,22.9,27.2,20.8,-,87,0,4.8,8.5,9.4,-,o,,,,7.0,2016.0
7,23.6,26.7,20.3,-,78,7.11,6.3,8.7,11.1,-,,,,,7.0,2016.0
8,22.7,27.4,20.6,-,85,0,5.5,8.1,11.1,-,o,,,,7.0,2016.0
9,22.1,26.4,20.1,-,83,-,5.5,9.1,14.8,-,o,,,,7.0,2016.0
10,22.8,26.5,20.1,-,77,1.52,6.3,7.8,14.8,-,o,,,,7.0,2016.0
11,23.2,27.2,20.4,-,72,0,5.5,11.7,14.8,-,o,,,,7.0,2016.0
12,22.9,27.6,20.5,-,74,-,6.3,10.9,14.8,-,o,,,,7.0,2016.0
13,23.8,28.1,20.1,-,71,0,7.4,10.9,18.3,-,,,,,7.0,2016.0
14,25.0,29.5,19.7,-,70,0,6.9,6.1,11.1,-,,,,,7.0,2016.0
15,24.8,30.7,21.5,-,73,-,6.9,4.8,7.6,-,o,,,,7.0,2016.0
16,24.6,29.8,20.6,-,76,2.54,6.3,4.4,5.4,-,o,,o,,7.0,2016.0
17,23.6,30.1,20.5,-,84,11.18,6.9,3.3,5.4,-,o,,,,7.0,2016.0
18,23.6,28.1,21.0,-,75,0.25,6.9,3.5,5.4,-,o,,,,7.0,2016.0
19,22.9,28.3,20.0,-,77,0,6.3,4.1,7.6,-,o,,,,7.0,2016.0
20,22.6,28.4,20.1,-,81,3.3,6.3,5.0,7.6,-,o,,,,7.0,2016.0
21,21.9,27.7,19.6,-,82,23.11,7.7,5.7,11.1,-,o,,,,7.0,2016.0
22,21.8,27.2,19.5,-,83,7.87,6.9,7.6,14.8,-,o,,,,7.0,2016.0
23,22.2,25.6,19.6,-,81,0.51,6.3,6.1,7.6,-,o,,,,7.0,2016.0
24,23.4,27.0,20.4,-,81,0.51,6.3,5.4,9.4,-,o,,,,7.0,2016.0
25,23.9,29.0,20.4,-,81,0,6.9,4.6,9.4,-,o,,,,7.0,2016.0
26,23.3,30.3,20.1,-,84,32.51,6.3,3.1,5.4,-,o,,,,7.0,2016.0
27,24.1,29.1,20.7,-,82,24.89,6.3,3.3,7.6,-,o,,,,7.0,2016.0
28,22.9,29.4,19.4,-,85,38.1,6.9,2.4,5.4,-,o,,o,,7.0,2016.0
29,21.1,27.6,19.8,-,92,41.91,5.5,7.0,14.8,-,o,,,,7.0,2016.0
30,21.2,25.0,19.8,-,89,1.52,6.3,5.7,11.1,-,o,,,,7.0,2016.0
31,22.4,26.0,19.4,-,82,10.41,6.9,6.1,7.6,-,o,,,,7.0,2016.0
1,22.2,27.0,19.8,-,78,0,6.3,7.4,11.1,-,o,,,,8.0,2016.0
2,22.9,27.2,19.3,-,71,0,8.5,8.3,11.1,-,,,,,8.0,2016.0
3,22.1,27.6,19.1,-,76,-,6.9,9.8,14.8,-,o,,,,8.0,2016.0
4,22.4,25.6,19.4,-,78,0,6.9,8.7,11.1,-,,,,,8.0,2016.0
5,23.1,27.5,19.7,-,74,-,7.7,7.8,14.8,-,o,,,,8.0,2016.0
6,23.2,28.1,19.6,-,73,0,7.7,7.2,11.1,-,,,,,8.0,2016.0
7,23.3,28.3,20.0,-,75,-,6.9,7.0,9.4,-,o,,,,8.0,2016.0
8,23.5,28.2,20.0,-,76,-,6.9,8.0,11.1,-,o,,,,8.0,2016.0
9,23.8,27.8,20.5,-,73,0,7.7,6.7,11.1,-,,,,,8.0,2016.0
10,23.8,29.3,20.2,-,74,0,6.9,7.0,9.4,-,,,,,8.0,2016.0
11,24.1,29.5,19.7,-,71,0,6.9,6.1,9.4,-,,,,,8.0,2016.0
12,23.4,29.4,20.8,-,79,6.35,6.9,5.7,7.6,-,o,,,,8.0,2016.0
13,24.0,29.0,20.6,-,77,-,6.3,5.9,11.1,-,o,,,,8.0,2016.0
14,22.9,28.2,20.0,-,77,-,6.9,4.1,5.4,-,o,,,,8.0,2016.0
15,23.5,28.8,19.5,-,74,4.32,7.7,5.9,9.4,-,o,,,,8.0,2016.0
16,22.8,29.2,20.2,-,80,1.52,6.9,6.7,11.1,-,o,,,,8.0,2016.0
17,23.0,27.9,19.9,-,77,7.62,7.7,7.2,11.1,-,o,,,,8.0,2016.0
18,23.8,28.2,20.1,-,73,0.25,7.7,6.1,9.4,-,o,,,,8.0,2016.0
19,23.9,29.0,20.3,-,71,0.25,6.9,6.7,9.4,-,o,,,,8.0,2016.0
20,24.4,30.2,20.4,-,71,0,6.9,5.0,9.4,-,o,,,,8.0,2016.0
21,24.3,30.1,20.4,-,74,1.78,6.9,4.1,5.4,-,o,,,,8.0,2016.0
22,24.3,30.6,21.3,-,74,4.32,6.9,4.8,7.6,-,,,,,8.0,2016.0
23,24.3,30.0,20.9,-,72,6.6,6.9,5.7,9.4,-,o,,,,8.0,2016.0
24,24.6,30.6,20.8,-,71,0,8.9,5.7,11.1,-,o,,,,8.0,2016.0
25,23.1,29.3,21.0,-,77,15.24,6.3,4.1,7.6,-,o,,,,8.0,2016.0
26,23.8,28.2,19.9,-,76,-,5.5,6.9,11.1,-,o,,,,8.0,2016.0
27,23.3,28.7,21.2,-,79,0.25,6.9,5.0,7.6,-,o,,,,8.0,2016.0
28,23.3,28.1,20.8,-,78,0,6.9,5.9,11.1,-,,,,,8.0,2016.0
29,23.4,27.4,20.9,-,79,0.25,6.9,5.9,9.4,-,o,,,,8.0,2016.0
30,23.3,27.3,21.0,-,84,-,4.0,5.6,7.6,-,o,,,,8.0,2016.0
31,22.4,27.2,20.4,-,87,0.25,5.5,5.4,7.6,-,o,,o,,8.0,2016.0
1,23.2,26.6,20.0,-,82,2.79,7.4,5.0,7.6,-,o,,,,9.0,2016.0
2,22.6,26.7,20.6,-,82,0,6.3,5.2,7.6,-,o,,,,9.0,2016.0
3,23.7,27.2,20.4,-,75,0,6.9,6.1,11.1,-,,,,,9.0,2016.0
4,22.4,28.0,20.2,-,83,-,6.3,5.0,5.4,-,o,,,,9.0,2016.0
5,22.6,26.8,19.3,-,76,2.79,6.9,5.0,7.6,-,,,,,9.0,2016.0
6,22.1,26.9,19.5,-,80,0,6.3,6.3,11.1,-,,,,,9.0,2016.0
7,23.1,27.2,18.8,-,69,0.51,7.7,4.3,5.4,-,,,,,9.0,2016.0
8,23.9,28.6,19.3,-,67,0,6.9,5.0,7.6,-,,,,,9.0,2016.0
9,24.3,29.4,20.4,-,69,-,6.3,4.1,7.6,-,o,,,,9.0,2016.0
10,24.4,28.8,20.8,-,72,1.52,6.9,4.3,5.4,-,o,,,,9.0,2016.0
11,23.2,29.7,20.0,-,73,10.41,7.7,5.0,9.4,-,o,,,,9.0,2016.0
12,22.8,27.6,20.5,-,76,1.02,6.9,4.1,5.4,-,,,,,9.0,2016.0
13,23.6,26.5,20.5,-,75,0,6.3,5.2,7.6,-,,,,,9.0,2016.0
14,23.8,27.8,20.4,-,76,-,6.9,4.6,5.4,-,o,,,,9.0,2016.0
15,22.9,28.6,20.5,-,79,0.51,6.3,5.6,9.4,-,o,,,,9.0,2016.0
16,23.1,28.5,20.3,-,77,5.08,6.6,7.6,37,-,o,,,,9.0,2016.0
17,23.2,27.7,20.2,-,74,0,6.9,5.9,11.1,-,,,,,9.0,2016.0
18,23.8,28.0,18.8,-,65,0,6.9,5.7,9.4,-,,,,,9.0,2016.0
19,24.4,29.0,19.8,-,68,0,6.9,6.3,11.1,-,,,,,9.0,2016.0
20,23.2,30.6,19.7,-,71,0,6.9,6.7,9.4,-,,,,,9.0,2016.0
21,22.7,27.4,20.2,-,76,0.25,6.9,7.4,11.1,-,o,,,,9.0,2016.0
22,23.3,28.0,19.7,-,73,-,6.9,5.7,9.4,-,o,,,,9.0,2016.0
23,22.2,28.5,20.0,-,79,-,6.3,3.7,7.6,-,o,,,,9.0,2016.0
24,21.7,25.2,19.6,-,81,4.06,6.3,6.5,9.4,-,o,,,,9.0,2016.0
25,22.6,25.8,19.8,-,79,0.25,5.5,5.0,9.4,-,o,,,,9.0,2016.0
26,24.1,28.0,20.5,-,76,0,6.9,5.0,7.6,-,o,,,,9.0,2016.0
27,24.3,28.6,20.9,-,75,0,7.4,6.9,11.1,-,,,,,9.0,2016.0
28,24.2,29.3,21.6,-,76,3.81,6.6,3.9,-,-,,,,,9.0,2016.0
29,24.4,29.4,21.4,-,75,0,6.9,4.3,7.6,-,,,,,9.0,2016.0
30,24.4,29.4,20.5,-,72,0,6.9,4.8,7.6,-,,,,,9.0,2016.0
1,23.2,29.7,19.6,-,72,0,6.3,4.6,7.6,-,,,,,10.0,2016.0
2,23.6,29.5,18.8,-,68,0,6.3,3.7,7.6,-,,,,,10.0,2016.0
3,25.3,30.7,20.3,-,64,0,5.5,3.5,5.4,-,,,,,10.0,2016.0
4,25.2,32.0,20.5,-,63,0,6.3,4.1,7.6,-,,,,,10.0,2016.0
5,25.1,30.7,18.0,-,62,0,6.3,4.6,7.6,-,,,,,10.0,2016.0
6,25.6,30.8,20.4,-,58,0,6.9,4.6,7.6,-,,,,,10.0,2016.0
7,24.6,31.6,19.7,-,60,0,6.3,3.0,5.4,-,,,,,10.0,2016.0
8,24.6,30.6,19.8,-,65,0,6.3,5.2,7.6,-,,,,,10.0,2016.0
9,23.9,31.3,19.6,-,70,-,6.3,5.0,5.4,-,o,,,,10.0,2016.0
10,24.1,30.4,19.5,-,70,1.27,6.3,4.3,5.4,-,,,,,10.0,2016.0
11,24.1,30.2,20.0,-,73,0,6.3,4.4,5.4,-,o,o,,,10.0,2016.0
12,24.2,31.8,20.3,-,75,7.87,6.0,1.7,7.6,-,o,,,,10.0,2016.0
13,23.6,29.3,20.1,-,72,2.54,5.3,1.5,3.5,-,o,,,,10.0,2016.0
14,24.8,29.0,21.0,-,59,0,6.9,1.3,3.5,-,,,,,10.0,2016.0
15,23.9,30.6,19.4,-,54,0,6.9,1.9,3.5,-,,,,,10.0,2016.0
16,24.4,30.1,18.6,-,50,0,5.8,2.2,3.5,-,,,,,10.0,2016.0
17,24.4,31.2,18.4,-,53,0,6.9,0.9,3.5,-,,,,,10.0,2016.0
